"case","event","startTime","completeTime","LoanGoal","ApplicationType","RequestedAmount","Action","FirstWithdrawalAmount","NumberOfTerms","Accepted","OfferID","org:resource","MonthlyCost","EventOrigin","EventID","Selected","CreditScore","OfferedAmount"
"Application_419883832","A_Create Application","2016/03/30 14:15:28.708","2016/03/30 14:15:28.708","Car","New credit","19500.0","Created",,,,,"User_46",,"Application","Application_419883832",,,
"Application_419883832","W_Complete application","2016/03/30 14:15:28.722","2016/03/30 14:30:27.172","Car","New credit","19500.0","Deleted",,,,,"User_46",,"Workflow","Workitem_969556786",,,
"Application_419883832","A_Concept","2016/03/30 14:15:28.730","2016/03/30 14:15:28.730","Car","New credit","19500.0","statechange",,,,,"User_46",,"Application","ApplState_374252998",,,
"Application_419883832","A_Accepted","2016/03/30 14:20:43.352","2016/03/30 14:20:43.352","Car","New credit","19500.0","statechange",,,,,"User_46",,"Application","ApplState_1443200745",,,
"Application_419883832","O_Create Offer","2016/03/30 14:28:31.131","2016/03/30 14:28:31.131","Car","New credit","19500.0","Created","2000.0","120","false",,"User_46","204.86","Offer","Offer_2145781332","false","0","19500.0"
"Application_419883832","O_Created","2016/03/30 14:28:32.359","2016/03/30 14:28:32.359","Car","New credit","19500.0","statechange","2000.0","120","false","Offer_2145781332","User_46","204.86","Offer","OfferState_1098713979","false","0","19500.0"
"Application_419883832","A_Cancelled","2016/03/30 14:30:27.137","2016/03/30 14:30:27.137","Car","New credit","19500.0","statechange","2000.0","120","false","Offer_2145781332","User_46","204.86","Application","ApplState_396073397","false","0","19500.0"
"Application_419883832","O_Cancelled","2016/03/30 14:30:27.161","2016/03/30 14:30:27.161","Car","New credit","19500.0","statechange","2000.0","120","false","Offer_2145781332","User_46","204.86","Offer","OfferState_1726498422","false","0","19500.0"
"Application_2004610363","A_Create Application","2016/03/31 15:43:29.149","2016/03/31 15:43:29.149","Other, see explanation","Limit raise","0.0","Created",,,,,"User_15",,"Application","Application_2004610363",,,
"Application_2004610363","A_Concept","2016/03/31 15:43:29.151","2016/03/31 15:43:29.151","Other, see explanation","Limit raise","0.0","statechange",,,,,"User_15",,"Application","ApplState_1904865290",,,
"Application_2004610363","A_Concept","2016/03/31 15:43:29.151","2016/03/31 15:43:29.151","Other, see explanation","Limit raise","0.0","statechange",,,,,"User_15",,"Application","ApplState_1904865290",,,
"Application_2004610363","W_Complete application","2016/03/31 15:43:29.191","2016/03/31 16:48:14.732","Other, see explanation","Limit raise","0.0","Deleted",,,,,"User_97",,"Workflow","Workitem_866554391",,,
"Application_2004610363","A_Accepted","2016/03/31 16:42:05.076","2016/03/31 16:42:05.076","Other, see explanation","Limit raise","0.0","statechange",,,,,"User_97",,"Application","ApplState_168093373",,,
"Application_2004610363","O_Create Offer","2016/03/31 16:47:29.047","2016/03/31 16:47:29.047","Other, see explanation","Limit raise","0.0","Created","0.0","126","false",,"User_97","300.0","Offer","Offer_1178237078","false","0","30000.0"
"Application_2004610363","O_Created","2016/03/31 16:47:30.362","2016/03/31 16:47:30.362","Other, see explanation","Limit raise","0.0","statechange","0.0","126","false","Offer_1178237078","User_97","300.0","Offer","OfferState_1070910791","false","0","30000.0"
"Application_2004610363","O_Created","2016/03/31 16:47:30.362","2016/03/31 16:47:30.362","Other, see explanation","Limit raise","0.0","statechange","0.0","126","false","Offer_1178237078","User_97","300.0","Offer","OfferState_1070910791","false","0","30000.0"
"Application_2004610363","W_Call after offers","2016/03/31 16:48:14.743","2016/03/31 17:18:02.284","Other, see explanation","Limit raise","0.0","Deleted","0.0","126","false","Offer_1178237078","User_97","300.0","Workflow","Workitem_1858246635","false","0","30000.0"
"Application_2004610363","A_Complete","2016/03/31 16:48:14.745","2016/03/31 16:48:14.745","Other, see explanation","Limit raise","0.0","statechange","0.0","126","false","Offer_1178237078","User_97","300.0","Application","ApplState_1081740094","false","0","30000.0"
"Application_2004610363","O_Cancelled","2016/03/31 17:17:45.303","2016/03/31 17:17:45.303","Other, see explanation","Limit raise","0.0","statechange","0.0","126","false","Offer_1178237078","User_97","300.0","Offer","OfferState_84973981","false","0","30000.0"
"Application_2004610363","A_Cancelled","2016/03/31 17:18:02.247","2016/03/31 17:18:02.247","Other, see explanation","Limit raise","0.0","statechange","0.0","126","false","Offer_1178237078","User_97","300.0","Application","ApplState_1336098557","false","0","30000.0"
"Application_1633539404","A_Create Application","2016/04/06 09:00:08.218","2016/04/06 09:00:08.218","Not speficied","New credit","15000.0","Created",,,,,"User_1",,"Application","Application_1633539404",,,
"Application_1633539404","A_Create Application","2016/04/06 09:00:08.218","2016/04/06 09:00:08.218","Not speficied","New credit","15000.0","Created",,,,,"User_1",,"Application","Application_1633539404",,,
"Application_1633539404","A_Concept","2016/04/06 09:00:57.756","2016/04/06 09:00:57.756","Not speficied","New credit","15000.0","statechange",,,,,"User_1",,"Application","ApplState_382726012",,,
"Application_1633539404","W_Complete application","2016/04/06 09:01:38.644","2016/04/06 09:06:19.431","Not speficied","New credit","15000.0","Deleted",,,,,"User_109",,"Workflow","Workitem_1473130033",,,
"Application_1633539404","A_Accepted","2016/04/06 09:03:05.575","2016/04/06 09:03:05.575","Not speficied","New credit","15000.0","statechange",,,,,"User_109",,"Application","ApplState_1816426244",,,
"Application_1633539404","O_Create Offer","2016/04/06 09:05:49.294","2016/04/06 09:05:49.294","Not speficied","New credit","15000.0","Created","75000.0","180","true",,"User_109","581.35","Offer","Offer_2147278382","false","0","75000.0"
"Application_1633539404","O_Created","2016/04/06 09:05:50.822","2016/04/06 09:05:50.822","Not speficied","New credit","15000.0","statechange","75000.0","180","true","Offer_2147278382","User_109","581.35","Offer","OfferState_516141056","false","0","75000.0"
"Application_1633539404","A_Cancelled","2016/04/06 09:06:19.375","2016/04/06 09:06:19.375","Not speficied","New credit","15000.0","statechange","75000.0","180","true","Offer_2147278382","User_109","581.35","Application","ApplState_1403853267","false","0","75000.0"
"Application_1633539404","O_Cancelled","2016/04/06 09:06:19.415","2016/04/06 09:06:19.415","Not speficied","New credit","15000.0","statechange","75000.0","180","true","Offer_2147278382","User_109","581.35","Offer","OfferState_980267099","false","0","75000.0"
"Application_498012473","A_Create Application","2016/04/15 10:08:36.144","2016/04/15 10:08:36.144","Business goal","Limit raise","30000.0","Created",,,,,"User_37",,"Application","Application_498012473",,,
"Application_498012473","A_Concept","2016/04/15 10:08:36.148","2016/04/15 10:08:36.148","Business goal","Limit raise","30000.0","statechange",,,,,"User_37",,"Application","ApplState_1875554583",,,
"Application_498012473","A_Concept","2016/04/15 10:08:36.148","2016/04/15 10:08:36.148","Business goal","Limit raise","30000.0","statechange",,,,,"User_37",,"Application","ApplState_1875554583",,,
"Application_498012473","W_Complete application","2016/04/15 10:08:36.162","2016/05/07 16:05:05.077","Business goal","Limit raise","30000.0","Deleted",,,,,"User_38",,"Workflow","Workitem_1910571362",,,
"Application_498012473","A_Accepted","2016/04/15 10:10:42.624","2016/04/15 10:10:42.624","Business goal","Limit raise","30000.0","statechange",,,,,"User_37",,"Application","ApplState_206129965",,,
"Application_498012473","O_Create Offer","2016/04/15 10:13:47.627","2016/04/15 10:13:47.627","Business goal","Limit raise","30000.0","Created","0.0","126","false",,"User_37","260.0","Offer","Offer_1159554135","false","0","26000.0"
"Application_498012473","O_Created","2016/04/15 10:13:48.965","2016/04/15 10:13:48.965","Business goal","Limit raise","30000.0","statechange","0.0","126","false","Offer_1159554135","User_37","260.0","Offer","OfferState_1918487633","false","0","26000.0"
"Application_498012473","A_Cancelled","2016/05/07 16:05:05.036","2016/05/07 16:05:05.036","Business goal","Limit raise","30000.0","statechange","0.0","126","false","Offer_1159554135","User_38","260.0","Application","ApplState_1024510839","false","0","26000.0"
"Application_498012473","O_Cancelled","2016/05/07 16:05:05.057","2016/05/07 16:05:05.057","Business goal","Limit raise","30000.0","statechange","0.0","126","false","Offer_1159554135","User_38","260.0","Offer","OfferState_121636859","false","0","26000.0"
"Application_1290395170","A_Create Application","2016/05/03 16:12:48.570","2016/05/03 16:12:48.570","Home improvement","Limit raise","0.0","Created",,,,,"User_4",,"Application","Application_1290395170",,,
"Application_1290395170","A_Concept","2016/05/03 16:12:48.593","2016/05/03 16:12:48.593","Home improvement","Limit raise","0.0","statechange",,,,,"User_4",,"Application","ApplState_435809627",,,
"Application_1290395170","A_Concept","2016/05/03 16:12:48.593","2016/05/03 16:12:48.593","Home improvement","Limit raise","0.0","statechange",,,,,"User_4",,"Application","ApplState_435809627",,,
"Application_1290395170","W_Complete application","2016/05/03 16:12:48.604","2016/05/03 16:20:31.088","Home improvement","Limit raise","0.0","Deleted",,,,,"User_4",,"Workflow","Workitem_1866791316",,,
"Application_1290395170","A_Accepted","2016/05/03 16:16:22.052","2016/05/03 16:16:22.052","Home improvement","Limit raise","0.0","statechange",,,,,"User_4",,"Application","ApplState_507330557",,,
"Application_1290395170","O_Create Offer","2016/05/03 16:20:11.798","2016/05/03 16:20:11.798","Home improvement","Limit raise","0.0","Created","0.0","134","false",,"User_4","100.0","Offer","Offer_1981021669","false","0","10000.0"
"Application_1290395170","O_Created","2016/05/03 16:20:13.107","2016/05/03 16:20:13.107","Home improvement","Limit raise","0.0","statechange","0.0","134","false","Offer_1981021669","User_4","100.0","Offer","OfferState_1994428191","false","0","10000.0"
"Application_1290395170","O_Created","2016/05/03 16:20:13.107","2016/05/03 16:20:13.107","Home improvement","Limit raise","0.0","statechange","0.0","134","false","Offer_1981021669","User_4","100.0","Offer","OfferState_1994428191","false","0","10000.0"
"Application_1290395170","W_Call after offers","2016/05/03 16:20:31.104","2016/05/03 16:24:42.803","Home improvement","Limit raise","0.0","Deleted","0.0","134","false","Offer_1981021669","User_4","100.0","Workflow","Workitem_458335573","false","0","10000.0"
"Application_1290395170","A_Complete","2016/05/03 16:20:31.106","2016/05/03 16:20:31.106","Home improvement","Limit raise","0.0","statechange","0.0","134","false","Offer_1981021669","User_4","100.0","Application","ApplState_1894283249","false","0","10000.0"
"Application_1290395170","O_Cancelled","2016/05/03 16:24:28.713","2016/05/03 16:24:28.713","Home improvement","Limit raise","0.0","statechange","0.0","134","false","Offer_1981021669","User_4","100.0","Offer","OfferState_1614511060","false","0","10000.0"
"Application_1290395170","A_Cancelled","2016/05/03 16:24:42.690","2016/05/03 16:24:42.690","Home improvement","Limit raise","0.0","statechange","0.0","134","false","Offer_1981021669","User_4","100.0","Application","ApplState_67526546","false","0","10000.0"
"Application_1829767138","A_Create Application","2016/05/06 10:04:11.319","2016/05/06 10:04:11.319","Car","Limit raise","6000.0","Created",,,,,"User_61",,"Application","Application_1829767138",,,
"Application_1829767138","A_Concept","2016/05/06 10:04:11.323","2016/05/06 10:04:11.323","Car","Limit raise","6000.0","statechange",,,,,"User_61",,"Application","ApplState_1534981120",,,
"Application_1829767138","A_Concept","2016/05/06 10:04:11.323","2016/05/06 10:04:11.323","Car","Limit raise","6000.0","statechange",,,,,"User_61",,"Application","ApplState_1534981120",,,
"Application_1829767138","W_Complete application","2016/05/06 10:04:11.439","2016/05/06 10:25:34.375","Car","Limit raise","6000.0","Deleted",,,,,"User_61",,"Workflow","Workitem_1288847254",,,
"Application_1829767138","A_Accepted","2016/05/06 10:11:18.283","2016/05/06 10:11:18.283","Car","Limit raise","6000.0","statechange",,,,,"User_61",,"Application","ApplState_1336956217",,,
"Application_1829767138","O_Create Offer","2016/05/06 10:12:40.131","2016/05/06 10:12:40.131","Car","Limit raise","6000.0","Created","0.0","72","true",,"User_61","100.0","Offer","Offer_1750135416","false","0","6000.0"
"Application_1829767138","O_Created","2016/05/06 10:12:41.663","2016/05/06 10:12:41.663","Car","Limit raise","6000.0","statechange","0.0","72","true","Offer_1750135416","User_61","100.0","Offer","OfferState_2045917828","false","0","6000.0"
"Application_1829767138","A_Cancelled","2016/05/06 10:25:34.343","2016/05/06 10:25:34.343","Car","Limit raise","6000.0","statechange","0.0","72","true","Offer_1750135416","User_61","100.0","Application","ApplState_1561090004","false","0","6000.0"
"Application_1829767138","O_Cancelled","2016/05/06 10:25:34.365","2016/05/06 10:25:34.365","Car","Limit raise","6000.0","statechange","0.0","72","true","Offer_1750135416","User_61","100.0","Offer","OfferState_1456679987","false","0","6000.0"
"Application_1439859460","A_Create Application","2016/05/09 11:54:20.942","2016/05/09 11:54:20.942","Remaining debt home","New credit","27000.0","Created",,,,,"User_26",,"Application","Application_1439859460",,,
"Application_1439859460","A_Create Application","2016/05/09 11:54:20.942","2016/05/09 11:54:20.942","Remaining debt home","New credit","27000.0","Created",,,,,"User_26",,"Application","Application_1439859460",,,
"Application_1439859460","W_Complete application","2016/05/09 11:54:20.962","2016/05/09 12:09:40.402","Remaining debt home","New credit","27000.0","Deleted",,,,,"User_26",,"Workflow","Workitem_63893265",,,
"Application_1439859460","A_Concept","2016/05/09 11:54:20.969","2016/05/09 11:54:20.969","Remaining debt home","New credit","27000.0","statechange",,,,,"User_26",,"Application","ApplState_385651299",,,
"Application_1439859460","A_Accepted","2016/05/09 11:58:00.636","2016/05/09 11:58:00.636","Remaining debt home","New credit","27000.0","statechange",,,,,"User_26",,"Application","ApplState_331584768",,,
"Application_1439859460","O_Create Offer","2016/05/09 12:08:29.830","2016/05/09 12:08:29.830","Remaining debt home","New credit","27000.0","Created","27000.0","60","true",,"User_26","505.79","Offer","Offer_488206344","false","0","27000.0"
"Application_1439859460","O_Created","2016/05/09 12:08:31.584","2016/05/09 12:08:31.584","Remaining debt home","New credit","27000.0","statechange","27000.0","60","true","Offer_488206344","User_26","505.79","Offer","OfferState_1247351688","false","0","27000.0"
"Application_1439859460","O_Created","2016/05/09 12:08:31.584","2016/05/09 12:08:31.584","Remaining debt home","New credit","27000.0","statechange","27000.0","60","true","Offer_488206344","User_26","505.79","Offer","OfferState_1247351688","false","0","27000.0"
"Application_1439859460","W_Call after offers","2016/05/09 12:09:40.435","2016/05/17 14:54:20.300","Remaining debt home","New credit","27000.0","Deleted","27000.0","60","true","Offer_488206344","User_26","505.79","Workflow","Workitem_697228955","false","0","27000.0"
"Application_1439859460","A_Complete","2016/05/09 12:09:40.439","2016/05/09 12:09:40.439","Remaining debt home","New credit","27000.0","statechange","27000.0","60","true","Offer_488206344","User_26","505.79","Application","ApplState_797582819","false","0","27000.0"
"Application_1439859460","A_Cancelled","2016/05/17 14:54:20.259","2016/05/17 14:54:20.259","Remaining debt home","New credit","27000.0","statechange","27000.0","60","true","Offer_488206344","User_26","505.79","Application","ApplState_861796834","false","0","27000.0"
"Application_1439859460","O_Cancelled","2016/05/17 14:54:20.288","2016/05/17 14:54:20.288","Remaining debt home","New credit","27000.0","statechange","27000.0","60","true","Offer_488206344","User_26","505.79","Offer","OfferState_1024550055","false","0","27000.0"
"Application_670760216","A_Create Application","2016/05/20 10:29:59.725","2016/05/20 10:29:59.725","Unknown","New credit","0.0","Created",,,,,"User_83",,"Application","Application_670760216",,,
"Application_670760216","A_Create Application","2016/05/20 10:29:59.725","2016/05/20 10:29:59.725","Unknown","New credit","0.0","Created",,,,,"User_83",,"Application","Application_670760216",,,
"Application_670760216","W_Complete application","2016/05/20 10:29:59.762","2016/05/20 10:39:03.615","Unknown","New credit","0.0","Deleted",,,,,"User_83",,"Workflow","Workitem_1498833213",,,
"Application_670760216","A_Concept","2016/05/20 10:29:59.766","2016/05/20 10:29:59.766","Unknown","New credit","0.0","statechange",,,,,"User_83",,"Application","ApplState_524342616",,,
"Application_670760216","A_Accepted","2016/05/20 10:37:50.854","2016/05/20 10:37:50.854","Unknown","New credit","0.0","statechange",,,,,"User_83",,"Application","ApplState_1293921167",,,
"Application_670760216","O_Create Offer","2016/05/20 10:38:47.587","2016/05/20 10:38:47.587","Unknown","New credit","0.0","Created","5000.0","36","false",,"User_83","152.82","Offer","Offer_1245357071","true","0","5000.0"
"Application_670760216","O_Created","2016/05/20 10:38:48.835","2016/05/20 10:38:48.835","Unknown","New credit","0.0","statechange","5000.0","36","false","Offer_1245357071","User_83","152.82","Offer","OfferState_907714851","true","0","5000.0"
"Application_670760216","O_Created","2016/05/20 10:38:48.835","2016/05/20 10:38:48.835","Unknown","New credit","0.0","statechange","5000.0","36","false","Offer_1245357071","User_83","152.82","Offer","OfferState_907714851","true","0","5000.0"
"Application_670760216","W_Call after offers","2016/05/20 10:39:03.643","2016/05/20 10:41:09.788","Unknown","New credit","0.0","Deleted","5000.0","36","false","Offer_1245357071","User_83","152.82","Workflow","Workitem_333916128","true","0","5000.0"
"Application_670760216","A_Complete","2016/05/20 10:39:03.647","2016/05/20 10:39:03.647","Unknown","New credit","0.0","statechange","5000.0","36","false","Offer_1245357071","User_83","152.82","Application","ApplState_1718910933","true","0","5000.0"
"Application_6992306","A_Create Application","2016/05/23 09:49:20.709","2016/05/23 09:49:20.709","Unknown","New credit","0.0","Created",,,,,"User_60",,"Application","Application_6992306",,,
"Application_6992306","A_Create Application","2016/05/23 09:49:20.709","2016/05/23 09:49:20.709","Unknown","New credit","0.0","Created",,,,,"User_60",,"Application","Application_6992306",,,
"Application_6992306","W_Complete application","2016/05/23 09:49:20.742","2016/05/23 10:24:47.588","Unknown","New credit","0.0","Deleted",,,,,"User_60",,"Workflow","Workitem_1802669882",,,
"Application_6992306","A_Concept","2016/05/23 09:49:20.752","2016/05/23 09:49:20.752","Unknown","New credit","0.0","statechange",,,,,"User_60",,"Application","ApplState_1837697177",,,
"Application_6992306","A_Accepted","2016/05/23 09:59:52.534","2016/05/23 09:59:52.534","Unknown","New credit","0.0","statechange",,,,,"User_60",,"Application","ApplState_2101179553",,,
"Application_6992306","O_Create Offer","2016/05/23 10:10:11.769","2016/05/23 10:10:11.769","Unknown","New credit","0.0","Created","0.0","123","false",,"User_60","275.0","Offer","Offer_786211284","false","0","27000.0"
"Application_6992306","O_Created","2016/05/23 10:10:13.585","2016/05/23 10:10:13.585","Unknown","New credit","0.0","statechange","0.0","123","false","Offer_786211284","User_60","275.0","Offer","OfferState_975297983","false","0","27000.0"
"Application_6992306","A_Cancelled","2016/05/23 10:24:47.533","2016/05/23 10:24:47.533","Unknown","New credit","0.0","statechange","0.0","123","false","Offer_786211284","User_60","275.0","Application","ApplState_804131351","false","0","27000.0"
"Application_6992306","O_Cancelled","2016/05/23 10:24:47.569","2016/05/23 10:24:47.569","Unknown","New credit","0.0","statechange","0.0","123","false","Offer_786211284","User_60","275.0","Offer","OfferState_325943746","false","0","27000.0"
"Application_631926508","A_Create Application","2016/05/24 09:32:23.432","2016/05/24 09:32:23.432","Unknown","New credit","0.0","Created",,,,,"User_32",,"Application","Application_631926508",,,
"Application_631926508","A_Create Application","2016/05/24 09:32:23.432","2016/05/24 09:32:23.432","Unknown","New credit","0.0","Created",,,,,"User_32",,"Application","Application_631926508",,,
"Application_631926508","W_Complete application","2016/05/24 09:32:23.473","2016/05/24 09:39:49.729","Unknown","New credit","0.0","Deleted",,,,,"User_32",,"Workflow","Workitem_417032126",,,
"Application_631926508","A_Concept","2016/05/24 09:32:23.479","2016/05/24 09:32:23.479","Unknown","New credit","0.0","statechange",,,,,"User_32",,"Application","ApplState_1188579083",,,
"Application_631926508","A_Accepted","2016/05/24 09:33:54.491","2016/05/24 09:33:54.491","Unknown","New credit","0.0","statechange",,,,,"User_32",,"Application","ApplState_1840271216",,,
"Application_631926508","O_Create Offer","2016/05/24 09:36:34.187","2016/05/24 09:36:34.187","Unknown","New credit","0.0","Created","29000.0","120","true",,"User_32","303.32","Offer","Offer_324343909","false","0","29000.0"
"Application_631926508","O_Created","2016/05/24 09:36:35.743","2016/05/24 09:36:35.743","Unknown","New credit","0.0","statechange","29000.0","120","true","Offer_324343909","User_32","303.32","Offer","OfferState_249767577","false","0","29000.0"
"Application_631926508","O_Create Offer","2016/05/24 09:38:00.889","2016/05/24 09:38:00.889","Unknown","New credit","0.0","Created","0.0","121","true","Offer_324343909","User_32","300.0","Offer","Offer_1154356600","false","0","29000.0"
"Application_631926508","O_Created","2016/05/24 09:38:02.207","2016/05/24 09:38:02.207","Unknown","New credit","0.0","statechange","0.0","121","true","Offer_1154356600","User_32","300.0","Offer","OfferState_1094354279","false","0","29000.0"
"Application_631926508","O_Created","2016/05/24 09:38:02.207","2016/05/24 09:38:02.207","Unknown","New credit","0.0","statechange","0.0","121","true","Offer_1154356600","User_32","300.0","Offer","OfferState_1094354279","false","0","29000.0"
"Application_631926508","W_Call after offers","2016/05/24 09:39:49.750","2016/05/28 12:29:21.929","Unknown","New credit","0.0","Deleted","0.0","121","true","Offer_1154356600","User_17","300.0","Workflow","Workitem_491504070","false","0","29000.0"
"Application_631926508","A_Complete","2016/05/24 09:39:49.754","2016/05/24 09:39:49.754","Unknown","New credit","0.0","statechange","0.0","121","true","Offer_1154356600","User_32","300.0","Application","ApplState_64187279","false","0","29000.0"
"Application_631926508","A_Cancelled","2016/05/28 12:29:21.877","2016/05/28 12:29:21.877","Unknown","New credit","0.0","statechange","0.0","121","true","Offer_1154356600","User_17","300.0","Application","ApplState_1172194927","false","0","29000.0"
"Application_631926508","O_Cancelled","2016/05/28 12:29:21.909","2016/05/28 12:29:21.909","Unknown","New credit","0.0","statechange","0.0","121","true","Offer_1154356600","User_17","300.0","Offer","OfferState_58218192","false","0","29000.0"
"Application_631926508","O_Cancelled","2016/05/28 12:29:21.918","2016/05/28 12:29:21.918","Unknown","New credit","0.0","statechange","0.0","121","true","Offer_324343909","User_17","300.0","Offer","OfferState_415946585","false","0","29000.0"
"Application_822635049","A_Create Application","2016/05/30 13:54:14.781","2016/05/30 13:54:14.781","Unknown","Limit raise","0.0","Created",,,,,"User_68",,"Application","Application_822635049",,,
"Application_822635049","A_Concept","2016/05/30 13:54:14.784","2016/05/30 13:54:14.784","Unknown","Limit raise","0.0","statechange",,,,,"User_68",,"Application","ApplState_1362556581",,,
"Application_822635049","A_Concept","2016/05/30 13:54:14.784","2016/05/30 13:54:14.784","Unknown","Limit raise","0.0","statechange",,,,,"User_68",,"Application","ApplState_1362556581",,,
"Application_822635049","W_Complete application","2016/05/30 13:54:14.792","2016/05/30 13:58:33.581","Unknown","Limit raise","0.0","Deleted",,,,,"User_68",,"Workflow","Workitem_1965406082",,,
"Application_822635049","A_Accepted","2016/05/30 13:56:06.337","2016/05/30 13:56:06.337","Unknown","Limit raise","0.0","statechange",,,,,"User_68",,"Application","ApplState_272357389",,,
"Application_822635049","O_Create Offer","2016/05/30 13:57:45.195","2016/05/30 13:57:45.195","Unknown","Limit raise","0.0","Created","0.0","126","true",,"User_68","250.0","Offer","Offer_255193983","true","0","25000.0"
"Application_822635049","O_Created","2016/05/30 13:57:46.672","2016/05/30 13:57:46.672","Unknown","Limit raise","0.0","statechange","0.0","126","true","Offer_255193983","User_68","250.0","Offer","OfferState_484914495","true","0","25000.0"
"Application_822635049","O_Created","2016/05/30 13:57:46.672","2016/05/30 13:57:46.672","Unknown","Limit raise","0.0","statechange","0.0","126","true","Offer_255193983","User_68","250.0","Offer","OfferState_484914495","true","0","25000.0"
"Application_822635049","W_Call after offers","2016/05/30 13:58:33.595","2016/05/30 13:58:45.250","Unknown","Limit raise","0.0","Deleted","0.0","126","true","Offer_255193983","User_68","250.0","Workflow","Workitem_1273776955","true","0","25000.0"
"Application_822635049","A_Complete","2016/05/30 13:58:33.598","2016/05/30 13:58:33.598","Unknown","Limit raise","0.0","statechange","0.0","126","true","Offer_255193983","User_68","250.0","Application","ApplState_86922966","true","0","25000.0"
"Application_1781717045","A_Create Application","2016/05/30 14:47:17.875","2016/05/30 14:47:17.875","Remaining debt home","New credit","28450.0","Created",,,,,"User_61",,"Application","Application_1781717045",,,
"Application_1781717045","A_Create Application","2016/05/30 14:47:17.875","2016/05/30 14:47:17.875","Remaining debt home","New credit","28450.0","Created",,,,,"User_61",,"Application","Application_1781717045",,,
"Application_1781717045","W_Complete application","2016/05/30 14:47:17.888","2016/05/30 14:55:22.568","Remaining debt home","New credit","28450.0","Deleted",,,,,"User_61",,"Workflow","Workitem_516976044",,,
"Application_1781717045","A_Concept","2016/05/30 14:47:17.891","2016/05/30 14:47:17.891","Remaining debt home","New credit","28450.0","statechange",,,,,"User_61",,"Application","ApplState_32352166",,,
"Application_1781717045","A_Accepted","2016/05/30 14:50:48.156","2016/05/30 14:50:48.156","Remaining debt home","New credit","28450.0","statechange",,,,,"User_61",,"Application","ApplState_726380033",,,
"Application_1781717045","O_Create Offer","2016/05/30 14:53:28.652","2016/05/30 14:53:28.652","Remaining debt home","New credit","28450.0","Created","28450.0","180","true",,"User_61","212.17","Offer","Offer_870432113","false","0","28450.0"
"Application_1781717045","O_Created","2016/05/30 14:53:30.827","2016/05/30 14:53:30.827","Remaining debt home","New credit","28450.0","statechange","28450.0","180","true","Offer_870432113","User_61","212.17","Offer","OfferState_382946670","false","0","28450.0"
"Application_1781717045","A_Cancelled","2016/05/30 14:55:22.537","2016/05/30 14:55:22.537","Remaining debt home","New credit","28450.0","statechange","28450.0","180","true","Offer_870432113","User_61","212.17","Application","ApplState_857756460","false","0","28450.0"
"Application_1781717045","O_Cancelled","2016/05/30 14:55:22.558","2016/05/30 14:55:22.558","Remaining debt home","New credit","28450.0","statechange","28450.0","180","true","Offer_870432113","User_61","212.17","Offer","OfferState_1908817636","false","0","28450.0"
"Application_232376189","A_Create Application","2016/05/31 14:31:28.405","2016/05/31 14:31:28.405","Unknown","Limit raise","0.0","Created",,,,,"User_87",,"Application","Application_232376189",,,
"Application_232376189","A_Concept","2016/05/31 14:31:28.408","2016/05/31 14:31:28.408","Unknown","Limit raise","0.0","statechange",,,,,"User_87",,"Application","ApplState_1555815298",,,
"Application_232376189","A_Concept","2016/05/31 14:31:28.408","2016/05/31 14:31:28.408","Unknown","Limit raise","0.0","statechange",,,,,"User_87",,"Application","ApplState_1555815298",,,
"Application_232376189","W_Complete application","2016/05/31 14:31:28.418","2016/05/31 14:38:24.382","Unknown","Limit raise","0.0","Deleted",,,,,"User_87",,"Workflow","Workitem_1029439306",,,
"Application_232376189","A_Accepted","2016/05/31 14:35:41.835","2016/05/31 14:35:41.835","Unknown","Limit raise","0.0","statechange",,,,,"User_87",,"Application","ApplState_243218868",,,
"Application_232376189","O_Create Offer","2016/05/31 14:38:07.343","2016/05/31 14:38:07.343","Unknown","Limit raise","0.0","Created","0.0","61","true",,"User_87","350.0","Offer","Offer_1989408551","true","0","19000.0"
"Application_232376189","O_Created","2016/05/31 14:38:09.127","2016/05/31 14:38:09.127","Unknown","Limit raise","0.0","statechange","0.0","61","true","Offer_1989408551","User_87","350.0","Offer","OfferState_1025986289","true","0","19000.0"
"Application_232376189","O_Created","2016/05/31 14:38:09.127","2016/05/31 14:38:09.127","Unknown","Limit raise","0.0","statechange","0.0","61","true","Offer_1989408551","User_87","350.0","Offer","OfferState_1025986289","true","0","19000.0"
"Application_232376189","W_Call after offers","2016/05/31 14:38:24.411","2016/05/31 14:38:34.814","Unknown","Limit raise","0.0","Deleted","0.0","61","true","Offer_1989408551","User_87","350.0","Workflow","Workitem_228766850","true","0","19000.0"
"Application_232376189","A_Complete","2016/05/31 14:38:24.423","2016/05/31 14:38:24.423","Unknown","Limit raise","0.0","statechange","0.0","61","true","Offer_1989408551","User_87","350.0","Application","ApplState_1874878900","true","0","19000.0"
"Application_1863843995","A_Create Application","2016/06/04 13:18:11.648","2016/06/04 13:18:11.648","Existing loan takeover","New credit","50000.0","Created",,,,,"User_1",,"Application","Application_1863843995",,,
"Application_1863843995","A_Create Application","2016/06/04 13:18:11.648","2016/06/04 13:18:11.648","Existing loan takeover","New credit","50000.0","Created",,,,,"User_1",,"Application","Application_1863843995",,,
"Application_1863843995","W_Complete application","2016/06/04 16:36:16.310","2016/06/06 17:08:56.342","Existing loan takeover","New credit","50000.0","Deleted",,,,,"User_17",,"Workflow","Workitem_618087308",,,
